activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
373068,17747498,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1Cc2ccncc2C1,,,CHEMBL3886574,,2016.0,"{'bei': '15.67', 'le': '0.29', 'lle': '3.17', 'sei': '8.98'}",CHEMBL3914045,,CHEMBL3914045,8.77,0,http://www.openphacts.org/units/Nanomolar,2866127,=,37,1,=,,IC50,nM,,1.7,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.7
373069,17747499,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NCc1ccc(C#N)o1,,,CHEMBL3886574,,2016.0,"{'bei': '15.83', 'le': '0.30', 'lle': '3.44', 'sei': '6.81'}",CHEMBL3942047,,CHEMBL3942047,8.89,0,http://www.openphacts.org/units/Nanomolar,2866128,=,37,1,=,,IC50,nM,,1.3,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.3
373070,17747500,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N(C)Cc1ccncc1,,,CHEMBL3886574,,2016.0,,CHEMBL3973597,,CHEMBL3973597,,0,http://www.openphacts.org/units/Nanomolar,2866129,<,37,1,<,,IC50,nM,,1.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.0
373071,17747501,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCn2cncc2C1,,,CHEMBL3886574,,2016.0,,CHEMBL3950765,,CHEMBL3950765,,0,http://www.openphacts.org/units/Nanomolar,2866130,<,37,1,<,,IC50,nM,,1.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.0
373072,17747502,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCn2ccnc2C1,,,CHEMBL3886574,,2016.0,,CHEMBL3895382,,CHEMBL3895382,,0,http://www.openphacts.org/units/Nanomolar,2866131,<,37,1,<,,IC50,nM,,1.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.0
373073,17747503,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1Cc2cnn(C)c2C1,,,CHEMBL3886574,,2016.0,,CHEMBL3973201,,CHEMBL3973201,,0,http://www.openphacts.org/units/Nanomolar,2866132,<,37,1,<,,IC50,nM,,1.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.0
373074,17747504,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCc2nocc2C1,,,CHEMBL3886574,,2016.0,"{'bei': '15.18', 'le': '0.28', 'lle': '3.31', 'sei': '7.72'}",CHEMBL3924776,,CHEMBL3924776,8.55,0,http://www.openphacts.org/units/Nanomolar,2866133,=,37,1,=,,IC50,nM,,2.8,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,2.8
373075,17747505,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCn2ncnc2C1,,,CHEMBL3886574,,2016.0,,CHEMBL3938431,,CHEMBL3938431,,0,http://www.openphacts.org/units/Nanomolar,2866134,<,37,1,<,,IC50,nM,,1.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.0
373076,17747506,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCn2cnnc2C1,,,CHEMBL3886574,,2016.0,,CHEMBL3985388,,CHEMBL3985388,,0,http://www.openphacts.org/units/Nanomolar,2866135,<,37,1,<,,IC50,nM,,1.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.0
373077,17747507,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N(C)Cc1nccn1C,,,CHEMBL3886574,,2016.0,,CHEMBL3956729,,CHEMBL3956729,,0,http://www.openphacts.org/units/Nanomolar,2866136,<,37,1,<,,IC50,nM,,1.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.0
373078,17747508,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N(C)Cc1ccnn1C,,,CHEMBL3886574,,2016.0,,CHEMBL3939195,,CHEMBL3939195,,0,http://www.openphacts.org/units/Nanomolar,2866137,<,37,1,<,,IC50,nM,,1.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.0
373079,17747509,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N(C)Cc1nccn1C,,,CHEMBL3886574,,2016.0,,CHEMBL3956729,,CHEMBL3956729,,0,http://www.openphacts.org/units/Nanomolar,2866136,<,37,1,<,,IC50,nM,,1.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.0
373080,17747510,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N(C)Cc1ccn(C)n1,,,CHEMBL3886574,,2016.0,,CHEMBL3930196,,CHEMBL3930196,,0,http://www.openphacts.org/units/Nanomolar,2866138,<,37,1,<,,IC50,nM,,1.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.0
373081,17747511,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N(C)Cc1nncn1C,,,CHEMBL3886574,,2016.0,,CHEMBL3902227,,CHEMBL3902227,,0,http://www.openphacts.org/units/Nanomolar,2866139,<,37,1,<,,IC50,nM,,1.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,1.0
373082,17747512,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCN2CCCC2C1,,,CHEMBL3886574,,2016.0,"{'bei': '14.50', 'le': '0.27', 'lle': '3.23', 'sei': '9.32'}",CHEMBL3957785,,CHEMBL3957785,8.20,0,http://www.openphacts.org/units/Nanomolar,2866140,=,37,1,=,,IC50,nM,,6.3,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,6.3
373083,17747513,[],CHEMBL3888096,"Human Neutrophil Elastase Assay: Materials: Human neutrophil elastase was purchased from Calbiochem (Cat. No.: 324681) and the elastase substrate MeOSuc-Ala-Ala-Pro-Val-AMC from Bachem (Cat. No.: I-1270). All other materials were of the highest grade commercially available.The following buffers were used: Compound buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5; Assay buffer: 100 mM Tris, 500 mM NaCl, adjusted to pH 7.5, containing 0.01% BSA. Assay conditions: Test compounds were prediluted in DMSO and subsequently in compound buffer (5% DMSO final). 5 uL, of these compound dilutions were mixed with 10 uL Neutrophil elastase (9 ng/ml in assay buffer) in a black 384 well OptiPlate (Perkin Elmer, Cat No.: 6007270) and incubated for 15 min at room temperature. Subsequently 10 uL, substrate solution in assay buffer were added (250 uM final concentration) and the plates were incubated for 60 min at room temperature. After inactivation of the enzyme, fluorescence intensities were measured at 380 nm excitation and 460 nm emission wavelengths. Each plate contains wells with a high value control (DMSO+enzyme+substrate) and wells with a low value control (DMSO+inactivated enzyme+substrate). IC50 values were estimated using a sigmoidal concentration response curve with variable slope.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCN(C2CC2)CC1,,,CHEMBL3886574,,2016.0,"{'bei': '14.24', 'le': '0.27', 'lle': '3.09', 'sei': '9.16'}",CHEMBL3926771,,CHEMBL3926771,8.06,0,http://www.openphacts.org/units/Nanomolar,2866141,=,37,1,=,,IC50,nM,,8.8,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,8.8
